---- PEOPLE ----
('Xfhfagyklvfzs', 'An', 'CT', 'Rochester'),
(420, 454, 1, 1),
(916, 628, 1, 1),
(879, 275, 10, 9),
(411, 376, 14, 6),
(729, 942, 10, 2),
(11, 447, 12, 7),
(223, 644, 12, 10),
(276, 275, 14, 10),
(292, 915, 14, 10),
(378, 102, 8, 2),
(468, 897, 1, 1),
(551, 840, 14, 5),
(735, 775, 8, 3),
(435, 642, 12, 5),
(710, 993, 17, 8),
(43, 677, 3, 2),
(676, 279, 3, 3),
(660, 377, 16, 10),
(123, 514, 12, 10),
(518, 678, 5, 5),
(189, 360, 7, 5),
(517, 397, 12, 8),
(564, 319, 10, 10),
(302, 587, 8, 1),
(44, 141, 9, 8),
(585, 470, 18, 10),
(755, 196, 4, 4),
(535, 38, 11, 6),
(630, 588, 11, 7),
(633, 960, 6, 6),
(850, 459, 11, 4),
(958, 512, 17, 9),
(553, 687, 12, 5),
(77, 741, 4, 3),
(948, 943, 4, 3),
(990, 427, 8, 2),
(101, 67, 1, 1),
(100, 320, 9, 5),
(907, 731, 10, 1),
(958, 312, 12, 9),
(262, 585, 10, 5),
(242, 180, 1, 1),
(983, 56, 3, 1),
(654, 2, 11, 7),
(115, 800, 14, 8),
(439, 160, 8, 5),
(257, 939, 10, 10),
(461, 493, 13, 5),
(927, 770, 16, 10),
(74, 932, 15, 6),
(348, 117, 12, 10),
(577, 785, 14, 10),
(535, 400, 8, 3),
(448, 817, 10, 7),
(197, 646, 9, 3),
(508, 27, 12, 7),
(379, 281, 3, 3),
(438, 48, 15, 9),
(577, 486, 9, 3),
(79, 129, 7, 6),
(315, 748, 9, 5),
(409, 54, 16, 7),
(395, 534, 11, 6),
(799, 554, 14, 8),
(671, 331, 6, 5),
(755, 367, 18, 9),
(225, 851, 6, 6),
(302, 182, 7, 3),
(674, 253, 10, 5),
(529, 271, 7, 4),
(782, 99, 11, 10),
(604, 184, 11, 5),
(727, 605, 10, 3),
(32, 977, 7, 2),
(281, 197, 7, 4),
(158, 241, 11, 7),
(102, 876, 11, 2),
(480, 184, 9, 3),
(744, 280, 13, 6),
(617, 499, 18, 9),
(563, 660, 11, 9),
(202, 656, 17, 8),
(569, 835, 12, 9),
(302, 644, 17, 10),
(318, 639, 16, 7),
(714, 366, 15, 8),
(831, 948, 4, 1),
(888, 599, 8, 7),
(908, 349, 12, 7),
(48, 746, 6, 6),
(430, 991, 12, 9),
(384, 169, 11, 9),
(704, 445, 9, 4),
(4, 385, 9, 3),
(220, 655, 14, 6),
(983, 598, 15, 7),
(875, 51, 14, 8),
(799, 443, 9, 7),
(4, 808, 3, 1),
(161, 328, 12, 8),
(167, 964, 10, 2),
(233, 912, 6, 3),
(567, 388, 6, 4),
(804, 206, 5, 3),
(59, 156, 11, 3),
(825, 22, 8, 8),
(270, 152, 9, 2),
(872, 540, 4, 1),
(771, 921, 11, 7),
(312, 210, 14, 9),
(858, 348, 10, 2),
(416, 714, 11, 9),
(268, 483, 3, 1),
(107, 1000, 11, 9),
(41, 366, 16, 9),
(496, 581, 4, 2),
(627, 607, 15, 9),
(384, 286, 12, 3),
(476, 673, 18, 9),
(164, 418, 18, 9),
(110, 37, 15, 6),
(734, 239, 8, 2),
(5, 996, 6, 6),
(976, 424, 14, 10),
(716, 333, 10, 4),
(185, 249, 4, 2),
(325, 775, 16, 9),
(443, 385, 17, 8),
(821, 799, 7, 5),
(79, 500, 16, 10),
(64, 753, 11, 8),
(304, 194, 16, 10),
(270, 310, 5, 5),
(225, 261, 10, 6),
(811, 319, 11, 5),
(315, 415, 10, 6),
(518, 987, 9, 5),
(398, 205, 16, 9),
(590, 267, 12, 10),
(518, 339, 9, 2),
(474, 469, 9, 8),
(897, 11, 11, 8),
(289, 603, 14, 10),
(802, 977, 12, 5),
(190, 344, 10, 5),
(682, 303, 12, 5),
(122, 906, 6, 6),
(891, 739, 15, 6),
(504, 430, 15, 7),
(899, 604, 5, 5),
(628, 688, 14, 7),
(882, 289, 1, 1),
(661, 60, 2, 1),
(547, 345, 13, 6),
(284, 71, 4, 1),
(811, 713, 15, 8),
(466, 162, 16, 8),
(92, 147, 10, 3),
(397, 979, 9, 4),
(811, 73, 5, 3),
(288, 426, 4, 1),
(589, 215, 10, 1),
(864, 692, 10, 5),
(480, 160, 13, 10),
(35, 320, 11, 9),
(61, 253, 17, 10),
(937, 364, 12, 9),
(20, 933, 11, 9),
(905, 232, 7, 4),
(286, 514, 16, 9),
(420, 8, 2, 1),
(453, 659, 7, 6),
(935, 414, 18, 10),
(158, 582, 11, 8),
(471, 69, 6, 4),
(306, 222, 14, 9),
(915, 711, 5, 5),
(516, 282, 13, 8),
(132, 212, 13, 8),
(789, 31, 18, 10),
(953, 845, 14, 10),
(732, 824, 18, 10),
(311, 826, 10, 3),
(282, 816, 8, 2),
(549, 192, 11, 7),
(529, 556, 9, 7),
(662, 431, 14, 7),
(799, 607, 7, 7),
(128, 373, 16, 10),
(292, 810, 13, 6),
(309, 516, 11, 7),
(622, 774, 8, 8),
(750, 913, 16, 10),
(509, 96, 6, 1),
(729, 517, 12, 9),
(610, 599, 4, 2),
(661, 161, 12, 7),
(952, 195, 10, 4),
(895, 43, 5, 5),
(269, 808, 11, 4),
(497, 990, 17, 9),
(392, 443, 4, 2),
(692, 132, 6, 4),
(873, 736, 2, 2),
(137, 251, 9, 5),
(841, 136, 12, 8),
(935, 854, 11, 5),
(480, 176, 6, 5),
(241, 208, 17, 10),
(282, 88, 13, 7),
(890, 772, 18, 10),
(384, 219, 10, 1),
(76, 666, 14, 9),
(462, 879, 13, 4),
(631, 980, 8, 3),
(704, 340, 11, 5),
(531, 349, 3, 3),
(678, 98, 3, 3),
(662, 156, 18, 9),
(961, 586, 11, 6),
(406, 58, 7, 7),
(285, 773, 18, 10),
(537, 146, 7, 3),
(959, 535, 7, 2),
(972, 869, 2, 2),
(716, 6, 7, 5),
(565, 52, 6, 4),
(317, 417, 15, 10),
(270, 151, 6, 6),
(329, 622, 10, 4),
(50, 129, 3, 1),
(25, 159, 13, 10),
(573, 565, 4, 3),
(79, 9, 11, 4),
(604, 856, 9, 7),
(59, 401, 10, 3),
(112, 651, 10, 1),
(641, 845, 2, 2),
(356, 433, 8, 1),
(82, 740, 6, 1),
(750, 663, 8, 1),
(926, 303, 12, 5),
(385, 920, 12, 5),
(781, 56, 7, 5),
(850, 331, 15, 8),
(95, 818, 16, 10),
(780, 107, 3, 2),
(486, 615, 6, 1),
(1, 941, 10, 1),
(437, 440, 10, 7),
(309, 684, 14, 9),
(246, 79, 17, 10),
(531, 813, 11, 3),
(439, 462, 4, 2),
(840, 276, 13, 4),
(344, 12, 14, 10),
(647, 792, 4, 1),
(739, 121, 14, 10),
(852, 620, 14, 6),
(715, 984, 10, 10),
(94, 876, 8, 7),
(386, 528, 9, 2),
(573, 730, 9, 6),
(890, 578, 10, 2),
(648, 671, 5, 3),
(105, 603, 11, 8),
(964, 856, 4, 3),
(593, 283, 2, 2),
(625, 595, 7, 6),
(157, 897, 9, 2),
(388, 840, 9, 1),
(233, 263, 8, 7),
(209, 403, 11, 2),
(555, 635, 6, 2),
(103, 153, 7, 5),
(361, 391, 2, 1),
(767, 176, 7, 4),
(528, 526, 3, 1),
(261, 708, 13, 9),
(145, 82, 11, 8),
(60, 391, 18, 10),
(606, 451, 14, 7),
(374, 831, 11, 6),
(110, 444, 13, 7),
(698, 328, 8, 1),
(514, 693, 8, 4),
(189, 548, 8, 4),
(815, 247, 6, 3),
(4, 922, 8, 4),
(565, 843, 12, 3),
(538, 966, 9, 8),
(415, 311, 10, 5),
(965, 462, 2, 2),
(512, 626, 12, 10)
